,nr,q_nr,theory_nr,theory,question,answer,meta_folder,meta_file,meta_depth,meta_id,D_maxD,D_NFact,D_NRule,Q_Dep,Q_Len,Q_strategy,Q_proofs,formulated_facts_str,formulated_rules_str,resulted_new_facts_list,formulated_query_list,answer_code,answer_LLM
243,11533,8,544,The dog is kind. The dog does not like the rabbit. The dog likes the tiger. The lion is round. The lion sees the rabbit. The rabbit does not need the lion. The tiger sees the dog. If someone sees the lion and they are blue then the lion likes the tiger. If someone likes the dog and they need the dog then the dog likes the lion. If someone is blue and round then they need the tiger. If someone likes the rabbit and they like the tiger then the tiger is not blue. Round people are blue. If someone needs the dog then the dog sees the rabbit. If someone needs the tiger then they need the dog. If someone likes the lion then the lion sees the rabbit. If someone sees the rabbit then they do not see the dog.,The dog sees the rabbit.,True,OWA,test,5,RelNeg-OWA-D5-87,5,7,9,4,6,proof,[(((((((((triple4) -> rule5) triple4) -> rule3)) -> rule7)) -> rule6))],"1. Kind(Dog)
2. DoNotLike(Dog, Rabbit)
3. Like(Dog, Tiger)
4. Round(Lion)
5. See(Lion, Rabbit)
6. Need(Rabbit, Lion)
7. See(Tiger, Dog)
","1. IF Blue(someone) AND Likes(someone, lion) THEN Like(lion, tiger)
2. IF Likes(someone, dog) AND Need(someone, dog) THEN See(dog, rabbit)
3. IF Round(someone) THEN Need(someone, tiger)
4. IF Likes(someone, rabbit) AND Likes(someone, tiger) THEN NotBlue(tiger)
5. IF Blue(people) THEN See(dog, rabbit)
6. IF Need(someone, dog) THEN See(dog, rabbit)
7. IF Likes(someone, lion) THEN See(lion, rabbit)
8. IF See(someone, rabbit) THEN DoNotSee(someone, dog)
","1. Kind(Dog)
2. DoNotLike(Dog, Rabbit)
3. Like(Dog, Tiger)
4. Round(Lion)
5. See(Lion, Rabbit)
6. Need(Rabbit, Lion)
7. See(Tiger, Dog)
8. NOTHING.
","1. See(Dog)
",False,False
244,12145,8,574,"Anne is nice. Erin is green. Erin is quiet. Gary is quiet. Gary is smart. Harry is kind. Harry is smart. If someone is kind and big then they are nice. If Gary is quiet and Gary is big then Gary is smart. If someone is cold then they are green. If Harry is smart and Harry is cold then Harry is green. Quiet people are big. If someone is nice and big then they are cold. All nice, quiet people are cold. If Gary is nice then Gary is kind. Smart people are quiet.",Harry is cold.,True,OWA,test,5,AttNoneg-OWA-D5-1189,5,7,9,4,8,proof,[(((((triple6 ((((triple7) -> rule9)) -> rule5)) -> rule1) ((triple7) -> rule9)) -> rule7) OR ((((triple6 ((((triple7) -> rule9)) -> rule5)) -> rule1) ((((triple7) -> rule9)) -> rule5)) -> rule6))],"1. Nice(Anne)
2. Green(Erin)
3. Quiet(Erin)
4. Quiet(Gary)
5. Smart(Gary)
6. Kind(Harry)
7. Smart(Harry)
","1. IF Kind(someone) AND Big(someone) THEN Nice(someone)
2. IF Gary IS Quiet AND Big(Gary) THEN Smart(Gary)
3. IF Cold(someone) THEN Green(someone)
4. IF Harry IS Smart AND Cold(Harry) THEN Green(Harry)
5. IF Quiet(people) THEN Big(people)
6. IF Nice(someone) AND Big(someone) THEN Cold(someone)
7. IF All(Nice, Quiet) THEN Cold
8. IF Kind(Gary) THEN Kind(Gary)
9. IF Smart(people) THEN Quiet(people)
","1. Nice(Anne)
2. Green(Erin)
3. Quiet(Erin)
4. Quiet(Gary)
5. Smart(Gary)
6. Kind(Harry)
7. Smart(Harry)
","1. Cold(Harry)
",False,False
245,38527,8,1834,"Anne is not kind. Bob is big. Bob is blue. Bob is green. Bob is white. Charlie is big. Gary is green. Kind things are white. Green, round things are big. If Bob is kind then Bob is big. If Bob is blue then Bob is big. All green things are blue. All kind things are round. If something is green then it is round. All big, rough things are kind. Blue, big things are rough.",Gary is kind.,True,OWA,train,5,AttNeg-OWA-D5-1016,5,7,9,4,12,proof,[(((((triple7 ((triple7) -> rule7)) -> rule2) ((((triple7) -> rule5) ((triple7 ((triple7) -> rule7)) -> rule2)) -> rule9)) -> rule8))],"1. Not(Anne)
2. Big(Bob)
3. Blue(Bob)
4. Green(Bob)
5. White(Bob)
6. Big(Charlie)
7. Green(Gary)
","1. IF White(Kind) THEN Big(Kind)
2. IF Round(Green, Round) THEN Big(Green, Round)
3. IF Kind(Bob) THEN Big(Bob)
4. IF Blue(Bob) THEN Big(Bob)
5. IF Green(Thing) THEN Round(Thing)
6. IF Kind(Thing) THEN Round(Thing)
7. IF Green(Thing) THEN Big(Thing)
8. IF Big(Thing) THEN Kind(Thing)
9. IF Blue(Thing) THEN Big(Thing)
","1. Not(Anne)
2. Big(Bob)
3. Blue(Bob)
4. Green(Bob)
5. White(Bob)
6. Big(Charlie)
7. Green(Gary)
8. NOTHING
","1. Kind(Gary)
",False,False
246,10841,8,513,Bob is young. Charlie is kind. Erin is blue. Erin is kind. Erin is red. Erin is young. Fiona is young. If something is quiet and red then it is blue. If something is cold then it is red. If something is red and smart then it is blue. Blue things are cold. All young things are smart. If something is young and red then it is quiet. All smart things are quiet. If something is quiet then it is blue. If Bob is quiet then Bob is smart.,Fiona is cold.,True,OWA,test,5,AttNoneg-OWA-D5-1312,5,7,9,4,5,proof,[(((((((((triple7) -> rule5)) -> rule7)) -> rule8)) -> rule4))],"1. Young(Bob)
2. Kind(Charlie)
3. Blue(Erin)
4. Kind(Erin)
5. Red(Erin)
6. Young(Erin)
7. Young(Fiona)
","1. IF Quiet(something) AND Red(something) THEN Blue(something)
2. IF Cold(something) THEN Red(something)
3. IF Red(something) AND Smart(something) THEN Blue(something)
4. IF Blue(thing) THEN Cold(thing)
5. IF Young(thing) THEN Smart(thing)
6. IF Quiet(Bob) THEN Smart(Bob)
","1. Young(Bob)
2. Kind(Charlie)
3. Blue(Erin)
4. Kind(Erin)
5. Red(Erin)
6. Young(Erin)
7. Young(Fiona)
8. NOTHING
","1. Cold(Fiona)
",False,False
247,28939,8,1381,"Anne is red. Bob is green. Bob is young. Fiona is green. Fiona is nice. Fiona is red. Harry is not round. If something is red then it is green. If something is round and red then it is not green. If something is nice then it is cold. Nice things are not round. All smart things are young. If Anne is cold and Anne is green then Anne is red. If Harry is round then Harry is smart. If something is red and green then it is nice. All red, cold things are smart.",Anne is smart.,True,OWA,train,5,AttNeg-OWA-D5-211,5,7,9,4,7,proof,[(((triple1 ((((triple1 ((triple1) -> rule1)) -> rule8)) -> rule3)) -> rule9))],"1. Red(Anne)
2. Green(Bob)
3. Young(Bob)
4. Green(Fiona)
5. Nice(Fiona)
6. Red(Fiona)
7. Not round(Harry)
","1. IF Red(x) THEN Green(x)
2. IF Round(x) AND Red(x) THEN Not Green(x)
3. IF Nice(x) THEN Cold(x)
4. IF Nice(x) THEN Not Young(x)
5. IF Anne(x) AND Cold(x) THEN Red(x)
6. IF Harry(x) AND Round(x) THEN Smart(x)
7. IF Red(x) AND Green(x) THEN Nice(x)
8. IF Red(x) AND Cold(x) THEN Smart(x)
","1. Red(Anne)
2. Green(Bob)
3. Young(Bob)
4. Green(Fiona)
5. Nice(Fiona)
6. Red(Fiona)
7. Not round(Harry)
8. NOTHING
","1. Smart(Anne)
",False,False
248,17439,8,825,The bald eagle eats the tiger. The bald eagle needs the tiger. The cat is red. The cat is round. The cat needs the tiger. The mouse likes the tiger. The tiger likes the mouse. If someone is red then they are blue. If someone eats the tiger then they need the cat. If someone eats the cat then they like the tiger. If someone needs the tiger and they are red then they like the tiger. If someone likes the tiger then they need the cat. If someone eats the bald eagle then the bald eagle is red. If someone likes the tiger and the tiger eats the bald eagle then the tiger needs the mouse. If someone needs the mouse then the mouse needs the cat. If someone is blue then they eat the bald eagle.,The bald eagle is blue.,True,OWA,test,5,RelNoneg-OWA-D5-65,5,7,9,4,5,proof,[(((((((((triple3) -> rule1)) -> rule9)) -> rule6)) -> rule1))],"1. Good(Bob)
2. Need(Bob, Apple)
3. Red(Cat)
4. Round(Cat)
5. Need(Cat, Tiger)
6. Like(Cat, Tiger)
7. Like(Tiger, Mouse)
","1. IF Red(someone) THEN Blue(someone)
2. IF Eat(someone, tiger) THEN Need(someone, cat)
3. IF Eat(someone, cat) THEN Like(someone, tiger)
4. IF Need(someone, tiger) AND Red(someone) THEN Like(someone, tiger)
5. IF Eat(someone, bald eagle) THEN Red(bald eagle)
6. IF Like(someone, tiger) AND Eat(tiger, bald eagle) THEN Need(someone, mouse)
7. IF Need(mouse) THEN Need(cat)
8. IF Blue(someone) THEN Eat(someone, bald eagle)
","1. Good(Bob)
2. Need(Bob, Apple)
3. Red(Cat)
4. Round(Cat)
5. Need(Cat, Tiger)
6. Like(Cat, Tiger)
7. Like(Tiger, Mouse)
","1. Blue(Bald Eagle)
",False,True
249,7763,8,366,The cat likes the cow. The cow is cold. The lion chases the tiger. The lion likes the cat. The lion needs the cow. The lion needs the tiger. The tiger likes the cow. If something likes the tiger then the tiger is cold. If something chases the lion and it needs the lion then it is green. If the cow chases the lion and the cow chases the cat then the lion needs the cow. If the tiger chases the cow then the tiger likes the cat. If something needs the lion then the lion needs the tiger. If something chases the cow then the cow likes the tiger. If something chases the cat then the cat chases the cow. If something is cold then it chases the cat. If something is cold and it chases the cat then it chases the cow.,The tiger is cold.,True,OWA,dev,5,RelNoneg-OWA-D5-131,7,7,9,4,5,proof,[(((((((((triple2) -> rule8)) -> rule7)) -> rule6)) -> rule1) OR ((((((triple2 ((triple2) -> rule8)) -> rule9)) -> rule6)) -> rule1))],"1. Like(Cat, Cow)
2. Cold(Cow)
3. Chase(Lion, Tiger)
4. Like(Lion, Cat)
5. Need(Lion, Cow)
6. Need(Lion, Tiger)
7. Like(Tiger, Cow)
","1. IF Cold(something) THEN Cat(something)
2. IF Chase(something, lion) AND Need(lion, something) THEN Green(something)
3. IF Chase(cow, lion) AND Chase(cat, cow) THEN Need(lion, cow)
4. IF Chase(tiger, cow) THEN Like(tiger, cat)
5. IF Need(something, lion) THEN Need(lion, tiger)
6. IF Chase(something, cow) THEN Like(cow, tiger)
7. IF Chase(cat, something) THEN Cat(something)
8. IF Cold(something) THEN Cat(something)
","1. Like(Cat, Cow)
2. Cold(Cow)
3. Chase(Lion, Tiger)
4. Like(Lion, Cat)
5. Need(Lion, Cow)
6. Need(Lion, Tiger)
7. Like(Tiger, Cow)
8. NOTHING
","1. Cold(Tiger)
",False,False
250,62351,8,2966,"Anne is quiet. Bob is big. Bob is kind. Charlie is blue. Harry is cold. Harry is furry. Harry is rough. Furry things are quiet. Quiet, rough things are kind. If something is blue and cold then it is big. Big, quiet things are furry. Cold, kind things are rough. Cold things are quiet. If something is blue then it is cold. If something is blue and big then it is quiet. All furry things are rough.",Charlie is rough.,True,OWA,train,5,AttNoneg-OWA-D5-378,5,7,9,4,9,proof,[(((((((triple4 ((triple4) -> rule7)) -> rule3) ((((triple4) -> rule7)) -> rule6)) -> rule4)) -> rule9) OR ((((((triple4 ((triple4) -> rule7)) -> rule3) ((triple4 ((triple4 ((triple4) -> rule7)) -> rule3)) -> rule8)) -> rule4)) -> rule9))],"1. Quiet(Anne)
2. Big(Bob)
3. Kind(Bob)
4. Blue(Charlie)
5. Cold(Harry)
6. Furry(Harry)
7. Rough(Harry)
","1. IF Quiet(thing) THEN Kind(thing)
2. IF Rough(thing) THEN Kind(thing)
3. IF Blue(thing) AND Cold(thing) THEN Big(thing)
4. IF Big(thing) AND Quiet(thing) THEN Furry(thing)
5. IF Cold(thing) THEN Quiet(thing)
6. IF Blue(thing) THEN Cold(thing)
7. IF Blue(thing) AND Big(thing) THEN Quiet(thing)
8. ALL Furry(thing) THEN Rough(thing)
","1. Quiet(Anne)
2. Big(Bob)
3. Kind(Bob)
4. Blue(Charlie)
5. Cold(Harry)
6. Furry(Harry)
7. Rough(Harry)
8. NOTHING.
","1. Rough(Charlie)
",False,False
251,54265,8,2580,"Anne is white. Charlie is red. Charlie is smart. Dave is smart. Harry is red. Harry is smart. Harry is white. All green, smart people are cold. If someone is kind then they are green. If someone is kind then they are quiet. White people are quiet. If someone is white then they are red. Red, cold people are green. If someone is kind then they are white. If Anne is red then Anne is kind. If someone is green then they are smart.",Anne is smart.,True,OWA,train,5,AttNoneg-OWA-D5-1337,5,7,9,4,5,proof,[(((((((((triple1) -> rule5)) -> rule8)) -> rule2)) -> rule9))],"1. White(Anne)
2. Red(Charlie)
3. Smart(Charlie)
4. Smart(Dave)
5. Red(Harry)
6. Smart(Harry)
7. White(Harry)
","1. IF Green(people) AND Smart(people) THEN Cold(people)
2. IF Kind(person) THEN Green(person)
3. IF Kind(person) THEN Quiet(person)
4. IF White(person) THEN Red(person)
5. IF Red(person) THEN Green(person)
6. IF Cold(person) THEN Green(person)
7. IF Kind(person) THEN White(person)
8. IF Red(Anne) THEN Kind(Anne)
9. IF Green(person) THEN Smart(person)
","1. White(Anne)
2. Red(Charlie)
3. Smart(Charlie)
4. Smart(Dave)
5. Red(Harry)
6. Smart(Harry)
7. White(Harry)
8. NOTHING
","1. Smart(Anne)
",False,False
252,1777,8,81,"Bob is blue. Bob is not young. Dave is white. Fiona is green. Fiona is rough. Fiona is smart. Gary is blue. If something is nice then it is smart. Blue, smart things are green. All rough things are nice. Blue things are nice. All green, smart things are rough. Green, smart things are blue. If something is green and not rough then it is white. Rough, green things are not young. If something is smart and not white then it is young.",Bob is rough.,True,OWA,test,5,AttNeg-OWA-D5-669,5,7,9,4,9,proof,[(((((triple1 ((((triple1) -> rule4)) -> rule1)) -> rule2) ((((triple1) -> rule4)) -> rule1)) -> rule5))],"1. Blue(Bob)
2. Not Young(Bob)
3. White(Dave)
4. Green(Fiona)
5. Rough(Fiona)
6. Smart(Fiona)
7. Blue(Gary)
","1. IF Smart(thing) THEN Nice(thing)
2. IF Blue(thing) THEN Green(thing)
3. IF Rough(thing) THEN Nice(thing)
4. IF Green(thing) THEN Blue(thing)
5. IF Not White(thing) THEN Young(thing)
6. IF Smart(thing) THEN Young(thing)
","1. Blue(Bob)
2. Not Young(Bob)
3. White(Dave)
4. Green(Fiona)
5. Rough(Fiona)
6. Smart(Fiona)
7. Blue(Gary)
8. NOTHING
","1. Rough(Bob)
",False,False
253,65235,8,3107,"Charlie is furry. Fiona is big. Fiona is smart. Gary is red. Harry is big. Harry is furry. Harry is green. Red, smart things are rough. If something is smart then it is green. If something is red then it is smart. Big things are smart. Furry, green things are not quiet. All rough, big things are furry. If Charlie is red then Charlie is green. If something is green and rough then it is big. If Gary is not furry then Gary is not quiet.",Gary is furry.,True,OWA,train,5,AttNeg-OWA-D5-1103,5,7,9,4,13,proof,[(((((triple4 ((triple4) -> rule3)) -> rule1) ((((((triple4) -> rule3)) -> rule2) ((triple4 ((triple4) -> rule3)) -> rule1)) -> rule8)) -> rule6))],"1. Furry(Charlie)
2. Big(Fiona)
3. Smart(Fiona)
4. Red(Gary)
5. Big(Harry)
6. Furry(Harry)
7. Green(Harry)
","1. IF Rough(thing) THEN Green(thing)
2. IF Smart(thing) THEN Green(thing)
3. IF Red(thing) THEN Green(thing)
4. IF Big(thing) THEN Furry(thing)
5. IF Furry(thing) THEN Not Quiet(thing)
6. IF Green(Charlie) THEN Green(Charlie)
7. IF Rough(Charlie) THEN Green(Charlie)
8. IF Green(thing) AND Rough(thing) THEN Big(thing)
9. IF Not Furry(Gary) THEN Not Quiet(Gary)
","1. Furry(Charlie)
2. Big(Fiona)
3. Smart(Fiona)
4. Red(Gary)
5. Big(Harry)
6. Furry(Harry)
7. Green(Harry)
8. NOTHING
","1. Furry(Gary)
",False,False
254,4465,8,210,"Charlie is blue. Dave is quiet. Erin is blue. Erin is green. Erin is quiet. Erin is round. Gary is blue. All green people are kind. All kind, round people are red. If someone is kind then they are quiet. All quiet, red people are nice. If someone is blue then they are green. If someone is green and kind then they are blue. If someone is kind then they are round. Nice, blue people are red. All red, quiet people are kind.",Charlie is red.,True,OWA,test,5,AttNoneg-OWA-D5-998,5,7,9,4,8,proof,[(((((((triple1) -> rule5)) -> rule1) ((((((triple1) -> rule5)) -> rule1)) -> rule7)) -> rule2))],"1. Blue(Charlie)
2. Quiet(Dave)
3. Blue(Erin)
4. Green(Erin)
5. Quiet(Erin)
6. Round(Erin)
7. Blue(Gary)
","1. IF Green(people) THEN Kind(people)
2. IF Kind(people), THEN Red(people)
3. IF Quiet(people), THEN Blue(people)
4. IF Blue(people), THEN Green(people)
5. IF Kind(people), THEN Round(people)
6. IF Round(people), THEN Red(people)
7. IF Good(people), THEN Nice(people)
8. IF Nice(people), THEN Quiet(people)
9. IF Quiet(people), THEN Red(people)
","1. Blue(Charlie)
2. Quiet(Dave)
3. Blue(Erin)
4. Green(Erin)
5. Quiet(Erin)
6. Round(Erin)
7. Blue(Gary)
8. NOTHING
","1. Red(Charlie)
",False,False
255,37473,8,1786,"The bear sees the rabbit. The cat is big. The cat sees the rabbit. The cat visits the bear. The mouse is cold. The rabbit is not round. The rabbit visits the mouse. If someone is cold then they visit the cat. If someone visits the cat then the cat visits the rabbit. If someone sees the cat then they are kind. All big, cold people are not kind. If someone is kind then they do not chase the bear. If someone visits the rabbit then the rabbit sees the cat. If someone visits the mouse and they chase the mouse then the mouse does not see the bear. If someone sees the bear then the bear sees the cat. If someone sees the cat then the cat does not see the mouse.",The rabbit is kind.,True,OWA,train,5,RelNeg-OWA-D5-543,5,7,9,4,5,proof,[(((((((((triple5) -> rule1)) -> rule2)) -> rule6)) -> rule3))],"1. See(Bear, Rabbit)
2. Big(Cat)
3. See(Cat, Rabbit)
4. Visit(Cat, Bear)
5. Cold(Mouse)
6. Not Round(Rabbit)
7. Visit(Rabbit, Mouse)
","1. IF Cold(someone), THEN Visit(cat)
2. IF Visit(cat), THEN Visit(rabbit)
3. IF See(cat), THEN Kind(someone)
4. IF Big AND Cold(person), THEN Not Kind(person)
5. IF Kind(person), THEN Not Chase(mouse)
6. IF Visit(rabbit), THEN See(cat)
7. IF Chase(mouse), THEN See(bear)
8. IF See(cat), THEN See(bear)
9. IF See(cat), THEN Not See(mouse)
","1. See(Bear, Rabbit)
2. Big(Cat)
3. See(Cat, Rabbit)
4. Visit(Cat, Bear)
5. Cold(Mouse)
6. Not Round(Rabbit)
7. Visit(Rabbit, Mouse)
8. NOTHING.
","1. Kind(Rabbit)
",False,False
256,5475,8,257,The bald eagle is blue. The bald eagle is green. The bald eagle is kind. The bear needs the bald eagle. The cow needs the bear. The tiger is nice. The tiger needs the bear. If someone likes the tiger then they visit the bald eagle. If someone is rough and they need the bald eagle then the bald eagle visits the tiger. If someone needs the bear then they are rough. If the bald eagle needs the cow and the cow likes the tiger then the tiger is kind. If someone visits the tiger then they like the tiger. If someone is nice and blue then they like the bald eagle. If the bald eagle is rough then the bald eagle likes the bear. If someone needs the bald eagle then they need the bear. If the bald eagle is rough then the bald eagle likes the tiger.,The bald eagle likes the tiger.,True,OWA,test,5,RelNoneg-OWA-D5-939,5,7,9,4,6,proof,[(((((((((triple4) -> rule8)) -> rule3) triple4) -> rule2)) -> rule5))],"1. Blue(Bald Eagle)
2. Green(Bald Eagle)
3. Kind(Bald Eagle)
4. Need(Bear, Bald Eagle)
5. Need(Cow, Bear)
6. Nice(Tiger)
7. Need(Tiger, Bear)
","1. IF Like(tiger) THEN Visit(baldEagle)
2. IF Rough(person) AND Need(baldEagle) THEN Visit(tiger)
3. IF Need(person) THEN Rough(person)
4. IF Good(cow) AND Like(tiger) THEN Kind(tiger)
5. IF Visit(person) THEN Like(person)
6. IF Nice(person) AND Blue(person) THEN Like(baldEagle)
7. IF Rough(baldEagle) THEN Like(bear)
8. IF Need(person) THEN Like(baldEagle)
9. IF Rough(baldEagle) THEN Like(tiger)
","1. Blue(Bald Eagle)
2. Green(Bald Eagle)
3. Kind(Bald Eagle)
4. Need(Bear, Bald Eagle)
5. Need(Cow, Bear)
6. Nice(Tiger)
7. Need(Tiger, Bear)
8. NOTHING
","1. Like(BaldEagle, Tiger)
",False,False
257,57817,8,2750,"Dave is not big. Dave is blue. Erin is big. Fiona is not furry. Harry is not big. Harry is furry. Harry is quiet. If something is furry and smart then it is cold. If Fiona is blue then Fiona is furry. All cold things are white. If something is big and furry then it is smart. If something is blue then it is smart. All quiet things are furry. If Fiona is white then Fiona is quiet. Big things are quiet. White, furry things are quiet.",Erin is cold.,True,OWA,train,5,AttNeg-OWA-D5-577,5,7,9,4,9,proof,[(((((((triple3) -> rule8)) -> rule6) ((triple3 ((((triple3) -> rule8)) -> rule6)) -> rule4)) -> rule1))],"1. Not(Big)(Dave)
2. Blue(Dave)
3. Big(Erin)
4. Not(Furry)(Fiona)
5. Not(Big)(Harry)
6. Furry(Harry)
7. Quiet(Harry)
","1. IF Furry(thing) AND Smart(thing) THEN Cold(thing)
2. IF Blue(Fiona) THEN Furry(Fiona)
3. IF thing IS Cold THEN thing IS White
4. IF Big(thing) AND Furry(thing) THEN Smart(thing)
5. IF Blue(thing) THEN Smart(thing)
6. IF thing IS Quiet THEN thing IS White
7. IF White(Fiona) THEN Quiet(Fiona)
8. IF big(thing) THEN Quiet(thing)
9. IF White(thing) THEN Furry(thing)
","1. Not(Big)(Dave)
2. Blue(Dave)
3. Big(Erin)
4. Not(Furry)(Fiona)
5. Not(Big)(Harry)
6. Furry(Harry)
7. Quiet(Harry)
8. NOTHING
","1. Cold(Erin)
",False,False
